"","Site","Knoll","year_month","Species","Abundance"
"3985","Katza","9","2021 a","Abudefduf vaigiensis",4
"3986","Katza","9","2021 a","Acanthurus nigrofuscus",4
"3987","Katza","9","2021 a","Calotomus viridescens",1
"3988","Katza","9","2021 a","Chaetodon auriga",2
"3989","Katza","9","2021 a","Dascyllus trimaculatus",2
"3990","Katza","9","2021 a","Diplodus noct",1
"3991","Katza","9","2021 a","Ecsenius aroni",2
"3992","Katza","9","2021 a","Ecsenius nalolo",4
"3993","Katza","9","2021 a","Eviota guttata",1
"3994","Katza","9","2021 a","Gobiodon rivulatus",2
"3995","Katza","9","2021 a","Gomphosus caeruleus",1
"3996","Katza","9","2021 a","Kyphosus vaigiensis",1
"3997","Katza","9","2021 a","Myripristis murdjan",2
"3998","Katza","9","2021 a","Neoglyphidodon melas",1
"3999","Katza","9","2021 a","Parupeneus forsskali",4
"4000","Katza","9","2021 a","Plagiotremus townsendi",2
"4001","Katza","9","2021 a","Pomacentrus trichrourus",2
"4002","Katza","9","2021 a","Pomacentrus trilineatus",4
"4003","Katza","9","2021 a","Pseudocheilinus hexataenia",1
"4004","Katza","9","2021 a","Sargocentron diadema",3
"4005","Katza","9","2021 a","Scarus niger",1
"4006","Katza","9","2021 a","Stegastes lacrymatus",1
"4007","Katza","9","2021 a","Synodus variegatus",1
"4008","Katza","9","2021 a","Thalassoma rueppellii",10
"4009","Katza","9","2021 a","Zebrasoma xanthurum",1
"4010","Katza","9","2022 b","Acanthurus nigrofuscus",1
"4011","Katza","9","2022 b","Alloblennius pictus",1
"4012","Katza","9","2022 b","Cheilinus lunulatus",1
"4013","Katza","9","2022 b","Dascyllus trimaculatus",1
"4014","Katza","9","2022 b","Ecsenius nalolo",2
"4015","Katza","9","2022 b","Epinephelus fasciatus",2
"4016","Katza","9","2022 b","Eviota guttata",1
"4017","Katza","9","2022 b","Gnatholepis anjerensis",1
"4018","Katza","9","2022 b","Istigobius decoratus",3
"4019","Katza","9","2022 b","Myripristis murdjan",4
"4020","Katza","9","2022 b","Neoglyphidodon melas",1
"4021","Katza","9","2022 b","Pomacentrus trilineatus",3
"4022","Katza","9","2022 b","Pseudochromis olivaceus",1
"4023","Katza","9","2022 b","Siganus luridus",1
"4024","Katza","9","2022 b","Stegastes lacrymatus",1
"4025","Katza","9","2022 b","Synodus variegatus",1
"4026","Katza","9","2022 b","Thalassoma rueppellii",7
"4027","Katza","9","2022 b","Zebrasoma xanthurum",1
"4028","NR","1","2018 b","Acanthurus nigrofuscus",4
"4029","NR","1","2018 b","Amphiprion bicinctus",1
"4030","NR","1","2018 b","Centropyge multispinis",3
"4031","NR","1","2018 b","Cephalopholis miniata",2
"4032","NR","1","2018 b","Chaetodon austriacus",1
"4033","NR","1","2018 b","Chaetodon fasciatus",3
"4034","NR","1","2018 b","Chaetodon paucifasciatus",2
"4035","NR","1","2018 b","Cheilodipterus novemstriatus",42
"4036","NR","1","2018 b","Chromis viridis",180
"4037","NR","1","2018 b","Dascyllus marginatus",9
"4038","NR","1","2018 b","Ecsenius aroni",1
"4039","NR","1","2018 b","Ecsenius frontalis",7
"4040","NR","1","2018 b","Ecsenius gravieri",1
"4041","NR","1","2018 b","Meiacanthus nigrolineatus",3
"4042","NR","1","2018 b","Neopomacentrus miryae",150
"4043","NR","1","2018 b","Ostorhinchus cyanosoma",33
"4044","NR","1","2018 b","Ostorhinchus nigrofasciatus",5
"4045","NR","1","2018 b","Ostracion cubicum",3
"4046","NR","1","2018 b","Ostracion cyanurus",1
"4047","NR","1","2018 b","Parupeneus forsskali",1
"4048","NR","1","2018 b","Parupeneus macronemus",7
"4049","NR","1","2018 b","Pomacentrus trichrourus",12
"4050","NR","1","2018 b","Pristiapogon exostigma",3
"4051","NR","1","2018 b","Pseudanthias squamipinnis",53
"4052","NR","1","2018 b","Pseudocheilinus hexataenia",2
"4053","NR","1","2018 b","Pseudochromis fridmani",1
"4054","NR","1","2018 b","Pseudochromis olivaceus",2
"4055","NR","1","2018 b","Pycnochromis dimidiatus",6
"4056","NR","1","2018 b","Scolopsis ghanam",1
"4057","NR","1","2018 b","Siganus luridus",1
"4058","NR","1","2018 b","Stegastes lacrymatus",1
"4059","NR","1","2018 b","Thalassoma rueppellii",3
"4060","NR","1","2018 b","Variola louti",1
"4061","NR","1","2018 b","Zebrasoma xanthurum",2
"4062","NR","1","2020 a","Abudefduf sexfasciatus",1
"4063","NR","1","2020 a","Acanthurus nigrofuscus",2
"4064","NR","1","2020 a","Amphiprion bicinctus",1
"4065","NR","1","2020 a","Balistapus undulatus",1
"4066","NR","1","2020 a","Centropyge multispinis",1
"4067","NR","1","2020 a","Cephalopholis miniata",2
"4068","NR","1","2020 a","Chromis viridis",50
"4069","NR","1","2020 a","Coris aygula",2
"4070","NR","1","2020 a","Corythoichthys flavofasciatus",2
"4071","NR","1","2020 a","Corythoichthys schultzi",1
"4072","NR","1","2020 a","Cyclichthys spilostylus",1
"4073","NR","1","2020 a","Dascyllus marginatus",4
"4074","NR","1","2020 a","Ecsenius aroni",1
"4075","NR","1","2020 a","Ecsenius frontalis",1
"4076","NR","1","2020 a","Gobiodon rivulatus",1
"4077","NR","1","2020 a","Hemigymnus sexfasciatus",1
"4078","NR","1","2020 a","Labroides dimidiatus",1
"4079","NR","1","2020 a","Lethrinus borbonicus",1
"4080","NR","1","2020 a","Neopomacentrus miryae",6
"4081","NR","1","2020 a","Ostorhinchus cyanosoma",1
"4082","NR","1","2020 a","Ostorhinchus nigrofasciatus",2
"4083","NR","1","2020 a","Ostracion cyanurus",1
"4084","NR","1","2020 a","Parupeneus forsskali",1
"4085","NR","1","2020 a","Parupeneus macronemus",1
"4086","NR","1","2020 a","Pomacentrus trichrourus",7
"4087","NR","1","2020 a","Pseudanthias squamipinnis",45
"4088","NR","1","2020 a","Pseudocheilinus hexataenia",2
"4089","NR","1","2020 a","Pseudochromis fridmani",1
"4090","NR","1","2020 a","Pseudochromis olivaceus",4
"4091","NR","1","2020 a","Pseudochromis springeri",1
"4092","NR","1","2020 a","Pterois radiata",1
"4093","NR","1","2020 a","Pycnochromis dimidiatus",3
"4094","NR","1","2020 a","Sufflamen albicaudatum",1
"4095","NR","1","2020 a","Synodus variegatus",1
"4096","NR","1","2020 a","Thalassoma rueppellii",5
"4097","NR","1","2020 a","Variola louti",1
"4098","NR","1","2020 a","Zebrasoma xanthurum",3
"4099","NR","1","2020 b","Acanthurus nigrofuscus",1
"4100","NR","1","2020 b","Amanses scopas",1
"4101","NR","1","2020 b","Amblyglyphidodon indicus",2
"4102","NR","1","2020 b","Balistapus undulatus",1
"4103","NR","1","2020 b","Centropyge multispinis",1
"4104","NR","1","2020 b","Cephalopholis miniata",2
"4105","NR","1","2020 b","Cheilodipterus quinquelineatus",1
"4106","NR","1","2020 b","Chromis viridis",50
"4107","NR","1","2020 b","Coris aygula",1
"4108","NR","1","2020 b","Corythoichthys flavofasciatus",1
"4109","NR","1","2020 b","Dascyllus marginatus",1
"4110","NR","1","2020 b","Ecsenius aroni",1
"4111","NR","1","2020 b","Ecsenius frontalis",1
"4112","NR","1","2020 b","Ecsenius gravieri",1
"4113","NR","1","2020 b","Gomphosus caeruleus",1
"4114","NR","1","2020 b","Lethrinus borbonicus",1
"4115","NR","1","2020 b","Neopomacentrus miryae",1
"4116","NR","1","2020 b","Ostorhinchus cyanosoma",5
"4117","NR","1","2020 b","Parupeneus forsskali",3
"4118","NR","1","2020 b","Parupeneus macronemus",2
"4119","NR","1","2020 b","Pomacentrus trichrourus",1
"4120","NR","1","2020 b","Pseudanthias squamipinnis",40
"4121","NR","1","2020 b","Pseudocheilinus hexataenia",1
"4122","NR","1","2020 b","Pseudochromis fridmani",2
"4123","NR","1","2020 b","Pterois miles",1
"4124","NR","1","2020 b","Pycnochromis dimidiatus",7
"4125","NR","1","2020 b","Stegastes lacrymatus",1
"4126","NR","1","2020 b","Thalassoma rueppellii",2
"4127","NR","1","2020 b","Zebrasoma xanthurum",1
"4128","NR","1","2021 a","Amphiprion bicinctus",1
"4129","NR","1","2021 a","Cephalopholis miniata",2
"4130","NR","1","2021 a","Cheilodipterus novemstriatus",6
"4131","NR","1","2021 a","Cheilodipterus quinquelineatus",1
"4132","NR","1","2021 a","Chromis flavaxilla",1
"4133","NR","1","2021 a","Chromis viridis",51
"4134","NR","1","2021 a","Coris aygula",3
"4135","NR","1","2021 a","Dascyllus marginatus",1
"4136","NR","1","2021 a","Dascyllus trimaculatus",1
"4137","NR","1","2021 a","Ecsenius frontalis",9
"4138","NR","1","2021 a","Ecsenius gravieri",7
"4139","NR","1","2021 a","Ecsenius nalolo",3
"4140","NR","1","2021 a","Eviota guttata",2
"4141","NR","1","2021 a","Gobiodon reticulatus",6
"4142","NR","1","2021 a","Gobiodon rivulatus",4
"4143","NR","1","2021 a","Gomphosus caeruleus",1
"4144","NR","1","2021 a","Gymnothorax undulatus",1
"4145","NR","1","2021 a","Hologymnosus annulatus",1
"4146","NR","1","2021 a","Macropharyngodon marisrubri",1
"4147","NR","1","2021 a","Mulloidichthys flavolineatus",3
"4148","NR","1","2021 a","Neoglyphidodon melas",1
"4149","NR","1","2021 a","Neopomacentrus miryae",40
"4150","NR","1","2021 a","Ostorhinchus cyanosoma",10
"4151","NR","1","2021 a","Ostorhinchus nigrofasciatus",3
"4152","NR","1","2021 a","Parupeneus forsskali",2
"4153","NR","1","2021 a","Plagiotremus rhinorhynchos",1
"4154","NR","1","2021 a","Pomacentrus trichrourus",28
"4155","NR","1","2021 a","Pristiapogon exostigma",1
"4156","NR","1","2021 a","Pseudanthias squamipinnis",26
"4157","NR","1","2021 a","Pseudocheilinus hexataenia",1
"4158","NR","1","2021 a","Pseudochromis olivaceus",5
"4159","NR","1","2021 a","Pycnochromis dimidiatus",7
"4160","NR","1","2021 a","Saurida gracilis",2
"4161","NR","1","2021 a","Synodus variegatus",4
"4162","NR","1","2021 a","Thalassoma rueppellii",27
"4163","NR","1","2022 b","Acanthurus nigrofuscus",1
"4164","NR","1","2022 b","Amblyglyphidodon indicus",10
"4165","NR","1","2022 b","Amphiprion bicinctus",1
"4166","NR","1","2022 b","Centropyge multispinis",1
"4167","NR","1","2022 b","Cephalopholis miniata",1
"4168","NR","1","2022 b","Cheilodipterus novemstriatus",221
"4169","NR","1","2022 b","Chromis viridis",200
"4170","NR","1","2022 b","Dascyllus marginatus",2
"4171","NR","1","2022 b","Ecsenius frontalis",3
"4172","NR","1","2022 b","Eviota punyit",3
"4173","NR","1","2022 b","Gnatholepis anjerensis",1
"4174","NR","1","2022 b","Larabicus quadrilineatus",1
"4175","NR","1","2022 b","Ostorhinchus cyanosoma",70
"4176","NR","1","2022 b","Parupeneus forsskali",4
"4177","NR","1","2022 b","Pomacentrus sulfureus",1
"4178","NR","1","2022 b","Pomacentrus trichrourus",9
"4179","NR","1","2022 b","Pseudanthias squamipinnis",12
"4180","NR","1","2022 b","Pseudocheilinus hexataenia",2
"4181","NR","1","2022 b","Pseudochromis fridmani",2
"4182","NR","1","2022 b","Pseudochromis olivaceus",6
"4183","NR","1","2022 b","Pycnochromis dimidiatus",3
"4184","NR","1","2022 b","Scarus ferrugineus",1
"4185","NR","1","2022 b","Thalassoma rueppellii",3
"4186","NR","1","2022 b","Variola louti",1
"4187","NR","10","2018 b","Acanthurus nigrofuscus",1
"4188","NR","10","2018 b","Bodianus anthioides",3
"4189","NR","10","2018 b","Cephalopholis hemistiktos",1
"4190","NR","10","2018 b","Cirrhitichthys oxycephalus",1
"4191","NR","10","2018 b","Dascyllus marginatus",30
"4192","NR","10","2018 b","Meiacanthus nigrolineatus",2
"4193","NR","10","2018 b","Neopomacentrus miryae",10
"4194","NR","10","2018 b","Parupeneus forsskali",4
"4195","NR","10","2018 b","Parupeneus macronemus",2
"4196","NR","10","2018 b","Pomacentrus trichrourus",22
"4197","NR","10","2018 b","Pseudanthias squamipinnis",34
"4198","NR","10","2018 b","Pseudochromis olivaceus",1
"4199","NR","10","2018 b","Pseudochromis springeri",2
"4200","NR","10","2018 b","Scarus fuscopurpureus",2
"4201","NR","10","2018 b","Thalassoma rueppellii",8
"4202","NR","10","2020 b","Acanthurus nigrofuscus",2
"4203","NR","10","2020 b","Cephalopholis hemistiktos",2
"4204","NR","10","2020 b","Cephalopholis miniata",1
"4205","NR","10","2020 b","Cheilodipterus novemstriatus",1
"4206","NR","10","2020 b","Chromis weberi",5
"4207","NR","10","2020 b","Dascyllus marginatus",6
"4208","NR","10","2020 b","Ecsenius gravieri",2
"4209","NR","10","2020 b","Ecsenius nalolo",2
"4210","NR","10","2020 b","Epinephelus fasciatus",1
"4211","NR","10","2020 b","Eviota guttata",12
"4212","NR","10","2020 b","Gnatholepis anjerensis",1
"4213","NR","10","2020 b","Halichoeres hortulanus",1
"4214","NR","10","2020 b","Hipposcarus harid",1
"4215","NR","10","2020 b","Larabicus quadrilineatus",4
"4216","NR","10","2020 b","Lethrinus mahsena",1
"4217","NR","10","2020 b","Meiacanthus nigrolineatus",1
"4218","NR","10","2020 b","Parupeneus forsskali",1
"4219","NR","10","2020 b","Pomacentrus trichrourus",4
"4220","NR","10","2020 b","Pseudanthias squamipinnis",3
"4221","NR","10","2020 b","Pseudochromis fridmani",2
"4222","NR","10","2020 b","Pseudochromis springeri",1
"4223","NR","10","2020 b","Pycnochromis dimidiatus",8
"4224","NR","10","2020 b","Scarus ferrugineus",1
"4225","NR","10","2020 b","Scarus niger",1
"4226","NR","10","2020 b","Scarus spp.",1
"4227","NR","10","2020 b","Thalassoma rueppellii",3
"4228","NR","10","2021 a","Acanthurus nigrofuscus",3
"4229","NR","10","2021 a","Cephalopholis hemistiktos",3
"4230","NR","10","2021 a","Dascyllus marginatus",2
"4231","NR","10","2021 a","Ecsenius frontalis",3
"4232","NR","10","2021 a","Ecsenius nalolo",2
"4233","NR","10","2021 a","Eviota guttata",5
"4234","NR","10","2021 a","Parupeneus macronemus",1
"4235","NR","10","2021 a","Pomacentrus trichrourus",16
"4236","NR","10","2021 a","Pseudanthias squamipinnis",35
"4237","NR","10","2021 a","Pseudocheilinus hexataenia",1
"4238","NR","10","2021 a","Pseudochromis fridmani",3
"4239","NR","10","2021 a","Pseudochromis olivaceus",1
"4240","NR","10","2021 a","Pterois miles",1
"4241","NR","10","2021 a","Pycnochromis dimidiatus",9
"4242","NR","10","2021 a","Thalassoma rueppellii",18
"4243","NR","10","2022 b","Acanthurus nigrofuscus",1
"4244","NR","10","2022 b","Alloblennius pictus",1
"4245","NR","10","2022 b","Amblyglyphidodon indicus",13
"4246","NR","10","2022 b","Cephalopholis hemistiktos",1
"4247","NR","10","2022 b","Chromis flavaxilla",2
"4248","NR","10","2022 b","Ctenochaetus striatus",1
"4249","NR","10","2022 b","Dascyllus marginatus",4
"4250","NR","10","2022 b","Eviota guttata",7
"4251","NR","10","2022 b","Eviota prasina",2
"4252","NR","10","2022 b","Eviota punyit",6
"4253","NR","10","2022 b","Fusigobius neophytus",4
"4254","NR","10","2022 b","Gnatholepis anjerensis",10
"4255","NR","10","2022 b","Istigobius decoratus",1
"4256","NR","10","2022 b","Parupeneus forsskali",3
"4257","NR","10","2022 b","Pseudanthias squamipinnis",8
"4258","NR","10","2022 b","Pseudocheilinus hexataenia",1
"4259","NR","10","2022 b","Pseudochromis fridmani",5
"4260","NR","10","2022 b","Pseudochromis olivaceus",3
"4261","NR","10","2022 b","Pterois miles",1
"4262","NR","10","2022 b","Pycnochromis dimidiatus",7
"4263","NR","10","2022 b","Thalassoma rueppellii",4
"4264","NR","10","2022 b","Tripterygiidae sp.",1
"4265","NR","10","2022 b","Zebrasoma desjardinii",1
"4266","NR","10","2022 b","Zebrasoma xanthurum",1
"4267","NR","11","2018 b","Acanthurus nigrofuscus",4
"4268","NR","11","2018 b","Aethaloperca rogaa",1
"4269","NR","11","2018 b","Atrosalarias fuscus",1
"4270","NR","11","2018 b","Cephalopholis hemistiktos",2
"4271","NR","11","2018 b","Cephalopholis miniata",1
"4272","NR","11","2018 b","Chaetodon paucifasciatus",2
"4273","NR","11","2018 b","Chromis viridis",12
"4274","NR","11","2018 b","Dascyllus marginatus",28
"4275","NR","11","2018 b","Ecsenius aroni",2
"4276","NR","11","2018 b","Ecsenius frontalis",2
"4277","NR","11","2018 b","Epinephelus fasciatus",2
"4278","NR","11","2018 b","Halichoeres hortulanus",1
"4279","NR","11","2018 b","Parapercis hexophtalma",2
"4280","NR","11","2018 b","Parupeneus forsskali",3
"4281","NR","11","2018 b","Pomacentrus trichrourus",15
"4282","NR","11","2018 b","Pseudanthias squamipinnis",21
"4283","NR","11","2018 b","Pseudochromis fridmani",6
"4284","NR","11","2018 b","Pseudochromis olivaceus",1
"4285","NR","11","2018 b","Scarus niger",1
"4286","NR","11","2018 b","Thalassoma rueppellii",7
"4287","NR","11","2020 b","Amblyglyphidodon indicus",4
"4288","NR","11","2020 b","Atrosalarias fuscus",1
"4289","NR","11","2020 b","Chromis weberi",4
"4290","NR","11","2020 b","Ctenochaetus striatus",2
"4291","NR","11","2020 b","Dascyllus marginatus",2
"4292","NR","11","2020 b","Ecsenius gravieri",2
"4293","NR","11","2020 b","Epinephelus fasciatus",2
"4294","NR","11","2020 b","Eviota guttata",6
"4295","NR","11","2020 b","Gobiodon citrinus",3
"4296","NR","11","2020 b","Gomphosus caeruleus",1
"4297","NR","11","2020 b","Larabicus quadrilineatus",2
"4298","NR","11","2020 b","Lethrinus borbonicus",1
"4299","NR","11","2020 b","Meiacanthus nigrolineatus",3
"4300","NR","11","2020 b","Oxymonacanthus halli",1
"4301","NR","11","2020 b","Pomacentrus trichrourus",3
"4302","NR","11","2020 b","Pseudanthias squamipinnis",4
"4303","NR","11","2020 b","Pseudochromis fridmani",2
"4304","NR","11","2020 b","Pseudochromis olivaceus",4
"4305","NR","11","2020 b","Pycnochromis dimidiatus",1
"4306","NR","11","2020 b","Thalassoma rueppellii",7
"4307","NR","11","2021 a","Acanthurus nigrofuscus",1
"4308","NR","11","2021 a","Atrosalarias fuscus",1
"4309","NR","11","2021 a","Bodianus anthioides",1
"4310","NR","11","2021 a","Calotomus viridescens",1
"4311","NR","11","2021 a","Cephalopholis hemistiktos",1
"4312","NR","11","2021 a","Cheilinus lunulatus",1
"4313","NR","11","2021 a","Chromis flavaxilla",3
"4314","NR","11","2021 a","Chromis viridis",30
"4315","NR","11","2021 a","Coris aygula",2
"4316","NR","11","2021 a","Corythoichthys flavofasciatus",1
"4317","NR","11","2021 a","Corythoichthys schultzi",1
"4318","NR","11","2021 a","Ctenochaetus striatus",2
"4319","NR","11","2021 a","Dascyllus abudafur",1
"4320","NR","11","2021 a","Dascyllus marginatus",2
"4321","NR","11","2021 a","Ecsenius frontalis",7
"4322","NR","11","2021 a","Ecsenius gravieri",2
"4323","NR","11","2021 a","Epinephelus fasciatus",3
"4324","NR","11","2021 a","Epinephelus tauvina",1
"4325","NR","11","2021 a","Eviota guttata",2
"4326","NR","11","2021 a","Gnatholepis anjerensis",2
"4327","NR","11","2021 a","Gobiodon citrinus",2
"4328","NR","11","2021 a","Gomphosus caeruleus",1
"4329","NR","11","2021 a","Istigobius decoratus",2
"4330","NR","11","2021 a","Mulloidichthys flavolineatus",1
"4331","NR","11","2021 a","Parupeneus macronemus",1
"4332","NR","11","2021 a","Pomacentrus trichrourus",29
"4333","NR","11","2021 a","Pseudanthias squamipinnis",40
"4334","NR","11","2021 a","Pseudochromis olivaceus",1
"4335","NR","11","2021 a","Pycnochromis dimidiatus",4
"4336","NR","11","2021 a","Scarus fuscopurpureus",2
"4337","NR","11","2021 a","Sufflamen albicaudatum",1
"4338","NR","11","2021 a","Thalassoma rueppellii",13
"4339","NR","11","2021 a","Zebrasoma xanthurum",2
"4340","NR","11","2022 b","Amblyglyphidodon indicus",24
"4341","NR","11","2022 b","Caesio suevica",1
"4342","NR","11","2022 b","Cephalopholis hemistiktos",1
"4343","NR","11","2022 b","Cheilodipterus novemstriatus",3
"4344","NR","11","2022 b","Chromis viridis",45
"4345","NR","11","2022 b","Corythoichthys flavofasciatus",2
"4346","NR","11","2022 b","Ctenochaetus striatus",2
"4347","NR","11","2022 b","Dascyllus abudafur",1
"4348","NR","11","2022 b","Dascyllus marginatus",1
"4349","NR","11","2022 b","Ecsenius frontalis",1
"4350","NR","11","2022 b","Ecsenius gravieri",1
"4351","NR","11","2022 b","Epinephelus fasciatus",3
"4352","NR","11","2022 b","Eviota punyit",2
"4353","NR","11","2022 b","Gnatholepis anjerensis",4
"4354","NR","11","2022 b","Gobiodon reticulatus",1
"4355","NR","11","2022 b","Hipposcarus harid",1
"4356","NR","11","2022 b","Istigobius decoratus",12
